Final,I1,I2,I3,I4,I5,I6,I7
Late,390,556.5,311.4,231.975,611.7,472.3875,320.6625
Late,372,550.2,304.8,216.9,567.6,412.65,288.75
Late,372,537.6,302.4,221.4,619.2,453.6,388.8
Late,363,512.4,277.2,202.05,550.2,413.325,286.575
Late,387,512.4,279.6,206.55,546.6,426.375,351.45
Late,648,787.5,409.8,294.075,766.5,557.4375,374.2125
Late,363,520.8,292.8,223.2,616.8,468.9,382.2
Late,348,501.9,285,216.675,538.5,412.5375,318.225
Late,375,529.2,297.6,222.3,608.4,460.35,303.45
Late,375,522.9,293.4,219.825,609.9,565.425,348.075
Late,408,571.2,320.4,232.65,631.8,467.325,318.975
Late,465,646.8,489.6,321.3,798,576.45,372.15
Late,450,644.7,375,277.425,1023,655.425,399.675
Late,414,577.5,313.8,229.275,596.1,452.1375,300.7125
Late,333,480.9,298.8,225.45,583.8,443.925,297.975
Late,390,504,291.6,234.45,595.8,421.425,306.075
Late,360,514.5,304.2,223.875,624.9,464.7375,308.5125
Late,465,655.2,376.8,278.1,747.6,555.75,366.45
Late,408,569.1,311.4,232.875,617.7,564.075,345.225
Late,330,489.3,304.2,216.675,717,475.875,307.425
Late,366,541.8,316.8,231.3,630,472.05,318.15
Late,387,533.4,296.4,269.1,673.2,482.85,308.55
Late,384,554.4,308.4,226.35,611.4,468.675,317.025
Late,363,516.6,303.6,233.55,618.6,455.175,314.925
Late,399,541.8,292.8,230.4,662.4,462.6,304.2
Late,462,642.6,363.6,276.75,731.4,558.675,369.825
Late,384,537.6,304.8,225,607.2,461.7,312.3
Late,387,541.8,318,233.55,635.4,475.875,311.025
Late,363,499.8,280.8,210.6,588,445.5,291.3
Late,366,497.7,276.6,207.225,549.9,424.0125,275.7375
Late,408,564.9,322.2,281.25,691.8,488.025,394.95
Late,345,504,296.4,223.65,605.4,437.625,298.275
Late,378,531.3,297,219.375,671.4,453.375,302.325
Late,360,485.1,301.8,213.975,611.7,438.1875,288.8625
Late,351,529.2,286.8,205.65,559.8,438.525,294.975
Late,462,644.7,364.2,279.675,754.5,558.3375,373.3125
Late,348,504,280.8,208.8,544.8,432.9,293.1
Late,402,571.2,325.2,229.95,604.2,456.975,308.325
Late,375,554.4,319.2,240.3,630,481.05,309.15
Late,405,564.9,318.6,241.875,644.1,484.5375,315.1125
Late,453,640.5,371.4,279.675,747.3,566.4375,379.6125
Late,381,552.3,317.4,227.025,597.9,460.0125,310.5375
Late,363,508.2,296.4,221.85,627,474.525,324.975
Late,417,583.8,322.8,230.85,629.4,462.825,316.275
Late,366,485.1,289.8,222.975,578.1,434.5875,292.4625
Late,312,451.5,279.6,210.15,541.8,408.375,282.525
Late,456,638.4,366,373.5,1255.2,749.7,429.9
Late,330,470.4,276,213.3,565.2,435.15,291.45
Late,450,648.9,498,470.7,1004.4,650.25,402.75
Late,387,514.5,289.8,211.275,567.3,515.475,311.025
Late,468,653.1,373.8,280.575,741.3,558.7875,372.2625
Late,465,644.7,370.2,273.825,725.1,554.5125,374.4375
Late,465,642.6,363.6,278.55,753,554.175,373.125
Late,372,537.6,310.8,238.05,610.2,470.025,319.875
Late,444,585.9,428.4,284.85,699,488.925,321.375
Late,468,657.3,370.2,276.525,728.7,550.4625,374.2875
Late,390,546,306,230.85,603,470.925,320.175
Late,366,531.3,306.6,233.775,616.5,448.9875,312.8625
Late,450,638.4,362.4,274.5,726,549.45,364.35
Late,369,506.1,288.6,212.625,571.5,430.3125,297.0375
Late,372,514.5,286.2,223.425,595.5,448.3125,289.8375
Late,408,567,316.8,239.4,758.4,516.6,416.4
Late,375,531.3,300.6,223.425,590.7,441.1125,297.0375
Late,396,516.6,286.8,216.45,581.4,417.825,328.95
Late,396,520.8,286.8,212.85,668.4,468.45,301.35
Late,330,485.1,342,233.55,589.8,419.175,280.125
Late,372,535.5,306.6,225.675,598.5,456.6375,301.0125
Late,327,457.8,282,212.85,545.4,407.925,277.575
Late,465,642.6,363.6,279.45,754.2,569.025,379.275
Late,468,653.1,377.4,281.025,749.1,749.025,440.475
Late,453,642.6,364.8,277.2,751.2,564.3,377.7
Late,363,522.9,295.8,227.025,595.5,442.9125,300.0375
Late,453,640.5,367.8,278.325,738.3,552.2625,371.2875
Late,414,531.3,297,233.775,635.7,436.3875,301.4625
Late,393,554.4,316.8,235.8,609.6,444.6,309
Late,414,554.4,302.4,221.4,614.4,469.8,315
Late,396,539.7,313.8,240.075,632.1,447.6375,306.4125
Late,375,516.6,295.2,234.9,630,479.25,306.15
Late,333,474.6,270,201.15,575.4,444.375,296.925
Late,402,550.2,316.8,235.8,648,475.2,318
Late,372,522.9,312.6,231.525,611.1,459.5625,299.5875
Late,369,529.2,297.6,222.3,606,472.05,389.1
Late,396,510.3,293.4,211.725,596.7,454.1625,297.7875
Late,369,634.2,327.6,244.35,657,492.975,313.125
Late,336,529.2,290.4,224.1,574.8,418.95,275.25
Late,453,638.4,366,273.15,743.4,557.775,376.725
Late,381,558.6,304.8,232.2,607.2,472.5,307.5
Late,453,848.4,422.4,293.4,760.8,560.7,371.7
Late,369,543.9,382.8,253.35,647.4,491.175,324.525
Late,366,508.2,307.2,226.8,616.8,474.3,318.9
Late,363,535.5,307.8,220.725,615.9,439.7625,285.7875
Late,378,533.4,301.2,230.85,627,456.525,300.975
Late,375,550.2,312,231.3,642,440.55,305.25
Late,459,640.5,369,279.675,735.3,545.7375,371.5125
Late,390,531.3,310.2,228.825,593.1,458.2125,300.3375
Late,369,510.3,305.4,275.85,701.4,489.825,315.675
Late,450,630,369.6,281.7,745.2,549.45,372.75
Late,468,651,368.4,274.95,738.6,557.775,373.125
Late,378,499.8,282,206.55,661.2,469.35,301.65
Late,372,518.7,303,226.125,596.7,439.7625,290.5875
Late,342,489.3,282.6,251.55,599.4,429.975,286.125
Late,405,539.7,286.2,226.125,623.1,446.0625,290.2875
Late,339,518.7,300.6,220.725,563.1,436.1625,309.7875
Late,393,543.9,319.8,240.525,756.6,505.125,324.375
Late,384,512.4,290.4,215.1,594,506.7,315.3
Late,384,522.9,311.4,225.675,622.5,458.4375,314.8125
Late,390,552.3,315,235.125,618.3,471.2625,304.6875
Late,372,489.3,301.2,222.75,594.6,437.175,344.25
Late,330,478.8,276,212.4,633.6,446.4,285.6
Late,336,554.4,306,230.85,586.2,417.825,280.875
Late,462,644.7,370.2,279.225,732.3,560.8125,375.3375
Late,450,636.3,371.4,279.675,735.3,560.1375,367.9125
Late,459,646.8,366,280.35,741,551.475,369.825
Late,360,512.4,278.4,213.3,550.8,402.75,280.65
Late,411,537.6,298.8,222.75,618.6,447.975,301.725
Late,342,495.6,276,211.5,548.4,418.05,288.15
Late,393,531.3,309,232.875,617.7,480.0375,306.4125
Late,351,497.7,280.2,217.575,558.9,409.3875,276.8625
Late,342,495.6,294,279.9,678,484.65,299.55
Late,369,518.7,295.8,231.525,601.5,459.5625,311.5875
Late,453,648.9,365.4,279.225,739.5,558.1125,375.6375
Late,384,522.9,306.6,224.775,599.7,446.2875,369.525
Late,342,483,300,224.1,567.6,441.45,311.55
Late,378,537.6,301.2,223.65,622.2,463.725,310.575
Late,654,774.9,409.8,293.175,753.3,561.4875,373.1625
Late,393,529.2,313.2,233.55,633,467.775,307.125
Late,474,665.7,372.6,281.925,735.9,558.5625,513.975
Late,381,646.8,328.8,241.2,612,467.1,302.1
Late,450,644.7,373.8,276.075,744.9,558.3375,366.1125
Late,453,648.9,375,283.725,747.9,550.4625,369.4875
Late,384,543.9,313.8,230.175,630.9,459.7875,298.4625
Late,378,525,302.4,222.3,584.4,436.95,299.25
Late,456,651,366,276.75,750.6,562.275,372.225
Late,351,512.4,277.2,202.05,540.6,398.925,284.175
Late,342,485.1,274.2,199.125,551.1,408.2625,322.575
Late,381,527.1,297,226.575,604.5,448.0875,312.5625
Late,414,573.3,329.4,243.225,650.7,617.625,488.55
Late,393,527.1,293.4,209.925,565.5,462.2625,296.8875
Late,360,522.9,309,231.975,597.3,465.1875,317.0625
Late,393,552.3,319.8,238.725,615.9,461.3625,308.5875
Late,405,543.9,322.2,229.725,785.4,512.325,333.975
Late,468,651,367.2,274.5,733.2,553.95,375.45
Late,348,480.9,286.2,216.225,639,446.625,280.875
Late,381,501.9,277.8,213.975,573.3,441.7875,299.6625
Late,378,541.8,316.8,230.4,616.8,470.7,317.7
Late,477,882,434.4,297.9,778.8,578.25,372.75
Late,360,609,333.6,234,602.4,454.5,306.3
Late,450,634.2,368.4,279.45,735,556.425,373.875
Late,468,655.2,374.4,278.1,733.2,555.75,371.25
Late,330,491.4,295.2,212.4,583.2,445.5,359.4
Late,384,520.8,294,230.85,624.6,470.025,310.275
Late,462,653.1,367.8,273.825,732.3,557.2125,371.7375
Late,471,653.1,372.6,278.325,745.5,562.1625,368.5875
Late,354,478.8,283.2,216.9,560.4,495.9,354.6
Late,345,462,270,211.95,575.4,406.575,280.725
Late,390,550.2,302.4,234.9,632.4,476.55,304.05
Late,339,483,292.8,221.4,564,418.5,271.5
Late,390,539.7,295.8,216.225,561.9,428.5125,279.6375
Late,648,768.6,400.8,292.5,762,561.15,374.25
Late,372,478.8,270,195.75,534.6,387.675,270.825
Late,402,548.1,319.8,227.925,601.5,454.1625,313.3875
Late,456,592.2,321.6,239.4,652.8,604.8,366
Late,375,518.7,309,231.075,620.1,479.1375,307.3125
Late,426,567,324,235.8,628.8,480.6,317.4
Late,330,495.6,277.2,205.65,564.6,443.925,287.175
Late,378,539.7,299.4,233.775,616.5,470.5875,314.0625
Late,354,480.9,286.2,206.325,582.3,416.3625,275.5875
Late,384,600.6,303.6,224.55,570.6,420.975,293.925
Late,384,539.7,317.4,238.725,642.3,467.6625,305.8875
Late,336,497.7,275.4,231.75,570.6,419.175,282.525
Late,381,510.3,299.4,217.575,623.7,457.0875,302.3625
Late,384,554.4,294,218.25,583.8,442.125,310.575
Late,465,873.6,429.6,297.9,757.2,553.95,374.25
Late,453,648.9,367.8,277.425,739.5,552.7125,366.6375
Late,393,541.8,313.2,230.85,605.4,443.025,304.875
Late,456,648.9,365.4,280.125,750.3,563.9625,371.5875
Late,453,644.7,365.4,278.325,733.5,552.2625,372.4875
Late,417,730.8,361.2,241.65,648.6,477.225,318.675
Late,387,541.8,320.4,240.75,637.8,473.175,308.925
Late,414,543.9,289.8,225.675,634.5,464.7375,313.3125
Late,390,548.1,312.6,240.525,608.7,458.6625,304.0875
Late,462,655.2,373.2,283.05,747,564.525,374.175
Late,363,539.7,316.2,226.575,623.7,451.6875,312.5625
Late,480,613.2,325.2,283.5,687.6,493.65,322.95
Late,456,648.9,366.6,276.975,743.7,548.8875,502.725
Late,360,520.8,298.8,225.45,706.8,495.45,309.15
Late,372,535.5,311.4,235.575,606.9,454.3875,311.0625
Late,624,756,404.4,294.75,767.4,572.175,374.325
Late,345,508.2,280.8,204.3,565.2,415.35,290.85
Late,405,543.9,311.4,232.875,632.1,474.6375,310.6125
Late,618,764.4,400.8,288.9,762,561.15,373.05
Late,456,882,433.2,300.15,765,760.95,644.1
Late,462,657.3,377.4,277.425,729.9,554.5125,370.8375
Late,372,546,386.4,252.9,644.4,477.45,321.15
Late,450,636.3,369,273.375,743.7,556.0875,373.7625
Late,468,653.1,367.8,273.825,737.1,553.6125,372.9375
Late,408,556.5,307.8,227.925,615.9,473.9625,312.7875
Late,396,548.1,301.8,231.075,624.9,473.7375,315.1125
Late,408,548.1,301.8,231.975,630.9,477.7875,392.925
Late,369,533.4,307.2,300.6,921.6,576,344.4
Late,339,474.6,272.4,216.45,557.4,423.225,292.275
Late,357,518.7,280.2,204.075,603.3,436.8375,301.6125
Late,432,562.8,308.4,235.35,621,472.275,306.225
Late,378,548.1,303,226.125,608.7,447.8625,300.4875
Late,315,459.9,277.8,204.075,521.7,395.4375,278.2125
Late,372,533.4,298.8,220.95,611.4,447.075,367.65
Late,333,575.4,304.8,217.8,573.6,441.9,290.1
Late,384,556.5,324.6,225.225,583.5,542.025,325.875
Late,393,552.3,318.6,231.975,633.3,462.4875,314.9625
Late,453,640.5,507.6,327.15,810.6,577.575,377.325
Late,417,552.3,321,242.775,650.1,479.5875,317.0625
Late,378,506.1,292.2,216.675,593.7,524.475,316.425
Late,378,504,297.6,219.6,595.2,421.2,292.8
Late,471,655.2,369.6,279,744,552.6,367.8
Late,336,489.3,275.4,228.375,630.9,439.9875,313.4625
Late,351,497.7,279,211.725,551.1,417.2625,284.2875
Late,360,491.4,279.6,204.75,551.4,426.375,294.525
Late,330,478.8,270,211.05,697.2,594.9,341.1
Late,384,550.2,308.4,235.35,606.6,541.35,326.85
Late,468,657.3,376.2,277.875,749.7,567.3375,375.1125
Late,471,657.3,376.2,276.975,746.1,551.5875,374.6625
Late,366,499.8,282,218.25,586.2,444.825,280.275
Late,363,485.1,274.2,223.425,626.7,452.8125,310.5375
Late,339,474.6,282,220.05,583.8,425.925,290.775
Late,378,550.2,310.8,238.95,623.4,460.575,316.725
Late,405,554.4,291.6,234.45,639,479.025,292.875
Late,360,518.7,294.6,218.475,600.9,453.9375,308.5125
Late,366,531.3,385.2,263.25,639,461.025,306.075
Late,402,567,318,232.65,643.8,466.425,317.475
Late,384,520.8,302.4,226.8,614.4,453.6,295.2
Late,465,648.9,490.8,467.1,990,650.25,401.55
Late,330,504,288,228.6,568.8,420.3,276.9
Late,372,535.5,304.2,227.475,610.5,444.9375,303.1125
Late,411,562.8,326.4,247.5,651.6,460.35,317.85
Late,357,483,328.8,226.8,597.6,473.4,305.4
Late,417,543.9,312.6,226.125,591.9,463.1625,301.9875
Late,456,642.6,368.4,276.75,750.6,565.875,378.225
Late,405,554.4,309.6,229.5,620.4,455.85,298.35
Late,459,642.6,366,279.45,739.8,558.225,369.675
Late,348,480.9,269.4,201.825,559.5,416.8125,279.3375
Late,348,485.1,287.4,205.875,531.3,417.0375,279.4125
Late,402,550.2,303.6,228.15,580.2,431.775,319.05
Late,333,501.9,275.4,207.675,569.7,444.0375,290.8125
Late,393,537.6,320.4,237.15,623.4,449.775,316.725
Late,342,525,301.2,229.05,581.4,497.25,310.95
Late,414,564.9,328.2,236.475,639.3,471.9375,321.7125
Late,366,522.9,282.6,211.275,574.5,420.6375,275.8125
Late,468,646.8,373.2,275.85,747,560.925,376.575
Late,360,508.2,283.2,218.7,598.8,426.15,277.65
Late,408,562.8,307.2,229.5,601.2,475.65,320.55
Late,468,653.1,376.2,276.975,738.9,563.2875,367.7625
Late,339,495.6,298.8,227.25,581.4,462.825,316.275
Late,396,554.4,304.8,229.5,601.2,445.05,292.35
Late,459,636.3,372.6,282.825,756.3,555.4125,371.1375
Late,381,575.4,296.4,218.25,564.6,438.525,291.375
Late,402,535.5,305.4,235.125,613.5,471.2625,313.0875
Late,369,533.4,318,242.55,657,496.575,327.525
Late,414,525,304.8,236.7,613.2,469.35,305.25
Late,363,537.6,309.6,236.7,603.6,469.35,308.85
Late,648,768.6,399.6,292.05,749.4,556.425,369.075
Late,630,772.8,403.2,408.6,907.2,619.2,392.4
Late,414,552.3,310.2,281.25,677.4,590.85,351.75
Late,369,539.7,317.4,241.425,650.7,476.2125,291.9375
Late,396,560.7,305.4,290.25,687,491.625,380.55
Late,405,571.2,319.2,233.1,637.2,487.35,312.45
Late,348,470.4,261.6,207.9,558,428.85,289.35
Late,393,531.3,310.2,217.125,623.1,469.4625,313.6875
Late,468,653.1,370.2,273.825,727.5,550.0125,374.1375
Late,369,546,321.6,240.3,613.2,463.95,316.65
Late,453,636.3,363,278.325,731.1,547.7625,367.3875
Late,384,531.3,316.2,241.875,646.5,480.0375,317.2125
Late,462,655.2,370.8,279.45,737.4,562.725,369.975
Late,369,506.1,299.4,228.375,585.3,444.4875,282.5625
Late,381,527.1,288.6,209.925,570.3,446.0625,287.8875
Late,378,546,320.4,233.55,577.8,466.875,303.225
Late,330,489.3,277.8,246.15,637.8,471.375,310.725
Late,372,525,307.2,239.4,607.2,443.7,295.5
Late,357,483,270,205.65,547.8,412.425,289.875
Late,336,474.6,270,204.75,642,456.75,290.25
Late,381,531.3,299.4,233.775,599.7,440.8875,293.3625
Late,375,516.6,313.2,290.7,711.6,616.5,372.3
Late,450,638.4,364.8,279,744,563.4,373.8
Late,312,464.1,275.4,210.375,561.3,428.2875,273.5625
Late,354,520.8,285.6,225,595.2,453.6,300
Late,402,535.5,299.4,232.875,593.7,424.2375,303.4125
Late,363,493.5,295.8,226.125,577.5,428.9625,295.3875
Late,414,550.2,322.8,245.25,622.2,465.525,307.575
Late,369,499.8,274.8,203.85,559.8,413.325,287.775
Late,378,556.5,304.2,228.375,618.9,451.6875,301.7625
Late,339,497.7,275.4,209.475,586.5,428.7375,279.7125
Late,354,518.7,291,208.125,665.4,469.125,367.95
Late,336,470.4,289.2,223.65,583.8,427.725,285.375
Late,372,546,313.2,235.35,628.2,451.575,301.725
Late,384,508.2,301.2,225.45,586.2,426.825,300.675
Late,384,543.9,316.2,234.675,629.7,475.5375,315.7125
Late,465,646.8,369.6,383.4,880.8,869.4,702
Late,414,697.2,348,254.7,649.2,493.65,313.35
Late,456,642.6,372,276.3,976.8,647.1,401.7
Late,381,537.6,295.2,217.8,554.4,413.1,301.8
Late,354,516.6,300,225,576,430.2,309
Late,384,535.5,298.2,224.325,589.5,455.0625,311.2875
Late,477,661.5,377.4,282.825,753.9,554.5125,373.2375
Late,417,579.6,313.2,238.05,643.8,471.825,314.475
Late,405,522.9,311.4,230.175,640.5,452.5875,286.4625
Late,348,476.7,270.6,213.075,555.3,424.2375,284.2125
Late,414,573.3,318.6,233.775,640.5,466.9875,300.8625
Late,402,546,309.6,227.7,627.6,480.15,311.25
Late,396,527.1,299.4,216.675,688.2,495.675,324.825
Late,348,510.3,282.6,222.075,579.3,426.0375,289.6125
Late,468,651,366,272.25,739.8,561.825,369.675
Late,378,556.5,318.6,239.175,650.1,488.5875,327.2625
Late,450,644.7,367.8,279.225,734.7,552.7125,372.6375
Late,384,529.2,295.2,231.3,632.4,478.35,313.05
Late,363,520.8,294,231.75,611.4,468.675,311.025
Late,450,642.6,374.4,280.8,1012.8,666,405.6
Late,378,533.4,306,235.35,795.6,535.95,338.25
Late,378,531.3,313.8,242.775,642.9,457.0875,314.3625
Late,453,632.1,370.2,371.25,876.6,600.525,390.975
Late,408,543.9,299.4,234.675,634.5,473.7375,305.5125
Late,360,625.8,332.4,241.65,651,460.125,308.175
Late,375,522.9,310.2,228.825,612.3,474.4125,309.3375
Late,390,541.8,304.8,230.4,626.4,574.2,339
Late,339,501.9,294.6,218.475,593.7,463.8375,301.0125
Late,378,535.5,298.2,219.825,609.9,471.7125,310.8375
Late,366,520.8,295.2,226.8,621.6,474.3,320.1
Late,369,529.2,314.4,232.2,616.8,468.9,320.7
Late,378,546,321.6,241.2,655.2,474.3,314.1
Late,372,514.5,300.6,234.225,609.9,455.5125,297.0375
Late,399,646.8,337.2,292.5,687.6,504.45,313.35
Late,477,663.6,370.8,277.65,747,566.325,371.175
Late,363,512.4,309.6,231.3,620.4,448.65,356.7
Late,381,520.8,302.4,238.5,642,462.15,319.65
Late,351,495.6,285.6,221.4,602.4,456.3,315.3
Late,456,646.8,366,279.45,735,556.425,366.675
Late,411,552.3,305.4,227.025,607.5,461.8125,309.9375
Late,348,480.9,281.4,206.325,546.3,474.525,311.775
Late,468,651,373.2,276.75,731.4,551.475,366.225
Late,432,562.8,324,236.7,646.8,471.15,307.05
Late,405,562.8,307.2,235.8,621.6,468.9,305.1
Late,411,541.8,301.2,231.75,621,448.875,306.825
Late,387,550.2,310.8,233.55,645,475.875,410.85
Late,642,781.2,408,288,758.4,556.2,365.4
Late,474,890.4,439.2,302.4,772.8,570.6,512.4
Late,417,543.9,319.8,232.425,614.7,446.5125,306.0375
Late,357,512.4,279.6,220.95,587.4,436.275,294.225
Late,477,661.5,378.6,284.175,750.9,558.7875,368.6625
Late,348,514.5,285,213.075,588.9,431.4375,284.2125
Late,369,504,280.8,205.2,542.4,424.8,309.6
Late,375,604.8,309.6,221.4,571.2,432,282
Late,417,564.9,311.4,233.775,645.3,477.7875,316.4625
Late,387,533.4,314.4,222.3,618,472.95,304.05
Late,462,642.6,364.8,273.6,724.8,543.6,369.6
Late,393,556.5,318.6,226.575,597.3,432.7875,296.6625
Late,471,657.3,370.2,274.725,728.7,548.6625,370.0875
Late,390,562.8,322.8,229.95,630.6,468.675,321.825
Late,402,535.5,297,226.575,606.9,466.9875,310.4625
Late,402,537.6,313.2,233.55,613.8,456.975,307.125
Late,384,554.4,307.2,228.6,631.2,470.7,320.1
Late,405,552.3,312.6,227.925,618.3,575.325,351.375
Late,375,537.6,304.8,232.2,616.8,470.7,317.7
Late,369,539.7,305.4,227.925,627.9,464.0625,304.6875
Late,333,468.3,274.2,218.025,569.1,415.0125,270.3375
Late,384,543.9,299.4,230.175,597.3,447.1875,353.325
Late,363,533.4,297.6,236.7,606,443.25,300.15
Late,345,525,284.4,210.15,582.6,434.475,284.025
Late,414,577.5,310.2,268.65,679.8,490.725,319.575
Late,471,646.8,374.4,282.6,753.6,567,379.8
Late,417,577.5,316.2,239.175,638.1,615.375,370.725
Late,417,571.2,326.4,233.1,625.2,459.45,319.95
Late,372,525,286.8,207.45,543,482.85,307.35
Late,363,518.7,312.6,302.85,706.2,511.425,330.075
Late,456,638.4,370.8,281.25,751.8,553.725,364.575
Late,456,646.8,373.2,274.95,733.8,555.975,371.325
Late,336,468.3,275.4,229.95,592.2,480.15,307.65
Late,372,546,310.8,238.95,647.4,474.975,323.925
Late,417,560.7,319.8,237.825,638.7,469.9125,307.8375
Late,384,499.8,288,223.2,580.8,430.2,287.4
Late,468,651,366,277.65,1023.6,668.25,408.75
Late,330,493.5,277.8,228.15,570.6,424.575,333.45
Late,411,567,417.6,277.2,679.2,461.7,311.1
Late,393,539.7,298.2,225.225,633.9,480.7125,305.4375
Late,480,592.2,327.6,231.75,642.6,586.35,356.25
Late,417,552.3,315,239.625,643.5,475.3125,318.0375
Late,369,518.7,282.6,218.475,579.3,462.0375,305.2125
Late,462,640.5,365.4,277.425,751.5,557.2125,375.3375
Late,402,533.4,307.2,234,612,456.3,314.1
Late,372,522.9,303,236.025,602.7,454.6125,295.5375
Late,354,480.9,318,244.35,654.6,492.075,300.825
Late,363,504,289.2,222.75,565.8,458.775,299.325
Late,450,634.2,366,274.05,742.2,555.525,372.375
Late,390,539.7,306.6,231.975,618.9,464.2875,316.7625
Late,369,535.5,354,250.65,658.2,475.425,318.075
Late,459,642.6,374.4,283.5,750,556.65,370.35
Late,462,640.5,365.4,272.925,743.1,548.6625,368.8875
Late,366,489.3,287.4,216.675,717,492.075,316.425
Late,642,783.3,409.8,288.675,752.1,564.6375,368.2125
Late,471,663.6,369.6,275.4,746.4,564.3,375.3
Late,354,512.4,286.8,222.75,597,425.475,289.425
Late,366,516.6,290.4,211.5,570,442.35,323.7
Late,471,657.3,373.8,280.575,738.9,547.0875,373.1625
Late,465,882,435.6,301.05,761.4,569.925,379.575
Late,477,667.8,372,279.9,738,562.95,376.05
Late,336,483,280.8,216,556.8,421.2,286.8
Late,336,480.9,276.6,214.425,569.1,416.8125,280.5375
Late,408,539.7,315,281.25,708.6,503.325,333.375
Late,378,520.8,297.6,220.5,620.4,470.25,322.35
Late,366,520.8,302.4,231.3,603.6,444.15,300.45
Late,414,558.6,320.4,231.75,609,444.375,310.125
Late,387,562.8,318,239.85,798,545.85,329.55
Late,363,527.1,300.6,230.625,783,527.625,335.475
Late,354,506.1,298.2,215.325,591.9,454.1625,306.1875
Late,366,491.4,276,226.8,600,444.6,356.4
Late,390,556.5,321,241.875,641.7,474.6375,309.4125
Late,387,546,301.2,228.15,611.4,555.75,347.25
Late,357,533.4,303.6,238.95,606.6,436.275,309.825
Late,366,518.7,309,232.875,600.9,457.5375,307.3125
