v1,v2
No spam,Even if he my friend he is a priest call him now
No spam,"U so lousy, run already come back then half dead... Hee..."
No spam,That's y i said it's bad dat all e gals know u... Wat u doing now?
No spam,Or remind me in a few hrs.
No spam,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
No spam,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
No spam,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
No spam,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
No spam,Short But Cute : \ Be a good person 
No spam,Just haven't decided where yet eh ?
No spam,"Wat time liao, where still got."
No spam,Yes watching footie but worried we're going to blow it - Phil Neville?
No spam,I wait 4 �_ inside da car park...
No spam,Uncle Abbey! Happy New Year. Abiola
No spam,Now am free call me pa.
No spam,R u saying i should re order the slippers cos i had to pay for returning it.
No spam,Stop knowing me so well!
No spam,Good evening! this is roger. How are you?
No spam,Small problem in auction:)punj now asking tiwary
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
No spam,He telling not to tell any one. If so treat for me hi hi hi
No spam,My uncles in Atlanta. Wish you guys a great semester.
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
No spam,U coming 2 pick me?
No spam,Thats cool. i liked your photos. You are very sexy!
No spam,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
No spam,"Haha better late than ever, any way I could swing by?"
No spam,Ok. But i finish at 6.
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
No spam,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
No spam,So no messages. Had food?
No spam,Ok going to sleep. Hope i can meet her.
No spam,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
No spam,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
No spam,You're right I have now that I think about it
No spam,Wat r u doing now?
No spam,Is ur lecture over?
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
No spam,Customer place i will call you
No spam,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
No spam,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
No spam,"Haha I heard that, text me when you're around"
No spam,I.ll get there tomorrow and send it to you
No spam,\SHIT BABE.. THASA BIT MESSED UP.YEH
No spam,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
No spam,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUND��S LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
No spam,"Sorry,  in meeting I'll call you later"
No spam,Yo! Howz u? girls never rang after india. L
No spam,Yeah but which is worse for i
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
No spam,I tagged MY friends that you seemed to count as YOUR friends.
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
No spam,Ok...
No spam,Long time. You remember me today.
No spam,Havent shopping now lor i juz arrive only
No spam,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
No spam,Are you up for the challenge? I know i am :)
No spam,How much did ur hdd casing cost.
No spam,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
No spam,I can't describe how lucky you are that I'm actually awake by noon
spam,This is the 2nd time we have tried to contact u. U have won the �1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
No spam,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
No spam,Cheers for the card ... Is it that time of year already?
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
No spam,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
No spam,Ugh hopefully the asus ppl dont randomly do a reformat.
No spam,"Haven't seen my facebook, huh? Lol!"
No spam,"Mah b, I'll pick it up tomorrow"
No spam,Still otside le..u come 2morrow maga..
No spam,Do u still have plumbers tape and a wrench we could borrow?
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
No spam,It vl bcum more difficult..
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of�2000 CASH 18+only. To opt out txt X to 07786200117
No spam,Havent still waitin as usual... �� come back sch oredi?
No spam,In meeting da. I will call you
No spam,K k :-):-) then watch some films.
No spam,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
No spam,There the size of elephant tablets & u shove um up ur ass!!
No spam,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
No spam,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
No spam,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one �_ cut ur hair. 
No spam,Good morning pookie pie! Lol hope I didn't wake u up
No spam,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
No spam,Happy birthday to you....dear.with lots of love.rakhesh NRI
No spam,Howz that persons story
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
No spam,X2  &lt;#&gt; . Are you going to get that
No spam,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. It��s the least a unique person like u deserve. Sleep tight or morning
spam,UR awarded a City Break and could WIN a �200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+�1.50perWKsub
No spam,Is ur paper today in e morn or aft?
No spam,I will lick up every drop :) are you ready to use your mouth as well?
No spam,And you! Will expect you whenever you text! Hope all goes well tomo 
No spam,Great. P diddy is my neighbor and comes for toothpaste every morning
No spam,"I av a new number,  . Wil u only use this one,ta."
No spam,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
No spam,7 lor... Change 2 suntec... Wat time u coming?
No spam,No de.am seeing in online shop so that i asked.
No spam,Just curious because my cuz asked what I was up to
No spam,Nice.nice.how is it working?
No spam,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
No spam,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
No spam,She's good. How are you. Where r u working now
No spam,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
No spam,At home also.
No spam,This phone has the weirdest auto correct.
No spam,Oops my phone died and I didn't even know. Yeah I like it better.
No spam,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
No spam,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
No spam,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
No spam,We got a divorce. Lol. She.s here
No spam,What's ur pin?
No spam,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
No spam,I want snow. It's just freezing and windy.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a �2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
No spam,Come to mahal bus stop.. &lt;DECIMAL&gt;
No spam,Don know:)this week i'm going to tirunelvai da.
No spam,Me too baby! I promise to treat you well! I bet you will take good care of me...
No spam,Its like that hotel dusk game i think. You solve puzzles in a area thing
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
No spam,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
No spam,Well that must be a pain to catch
No spam,Sorry da thangam.it's my mistake.
No spam,I need... Coz i never go before 
No spam,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
No spam,Wife.how she knew the time of murder exactly
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
No spam,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
No spam,No plm i will come da. On the way.
No spam,Guess he wants alone time. We could just show up and watch when they do..
No spam,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
No spam,Yup �_ not comin :-(
No spam,"Yes, princess. Toledo."
No spam,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
